Rank,Name_fixed,gender,past_3_years_bike_related_purchases,Age,job_industry_category,wealth_segment,deceased_iNdicator_fixed,owns_car,tenure,address No.,Address_fixed,country,property_valuation,Value
904,Olia O' Mullan,Female,77,50,Health,Mass Customer,NO,No,8,6315,Mendota Parkway  ,Australia,7,0.50
455,Dory Malpass,Female,19,51,n/a,Affluent Customer,NO,Yes,13,3653,Steensland Road  ,Australia,8,0.89
455,Laurena ,Female,21,62,n/a,High Net Worth,NO,No,10,7,Messerschmidt Crossing  ,Australia,6,0.89
455,Gregorius Leal,Male,7,72,Retail,Affluent Customer,NO,Yes,21,66,Merry Court  ,Australia,12,0.89
924,Lezlie Clemits,Female,2,50,Financial Services,Mass Customer,NO,Yes,15,504,Nevada Drive  ,Australia,10,0.49
993,Renie Laundon,Female,32,50,Entertainment,Mass Customer,NO,Yes,8,1,Shelley Pass  ,Australia,3,0.39
8,Nancie Vian,Female,74,51,Retail,Mass Customer,NO,Yes,10,85,Carioca Point  ,Australia,5,1.66
8,Duff Karlowicz,Male,50,51,Manufacturing,Mass Customer,NO,Yes,5,717,West Drive  ,Australia,10,1.66
57,Marylou Kirkup,Female,51,51,n/a,Mass Customer,NO,No,14,76733,Sunbrook Terrace  ,Australia,9,1.38
466,Lynnett Tipper,Female,22,30,Health,High Net Worth,NO,Yes,2,9,Ridgeview Avenue  ,Australia,10,0.89
78,Chanda Mensler,Female,15,51,Manufacturing,Mass Customer,NO,Yes,13,0,Mockingbird Plaza  ,Australia,10,1.34
329,Carry Costi,Female,32,51,Property,Mass Customer,NO,No,11,5316,Farwell Hill  ,Australia,4,1.00
444,Melany Ladewig,Female,76,51,Financial Services,Mass Customer,NO,Yes,10,3864,Sheridan Alley  ,Australia,7,0.90
466,Thorn Stigers,Male,42,51,Financial Services,Mass Customer,NO,No,19,6218,Delladonna Parkway  ,Australia,8,0.89
475,Genni Fanstone,Female,25,51,Entertainment,Mass Customer,NO,No,16,1,Fair Oaks Alley ,Australia,10,0.88
546,Sammy Borsi,Female,99,51,Financial Services,Mass Customer,NO,No,5,0,Kipling Way  ,Australia,7,0.82
473,Sigismund Sedger,Male,9,24,Manufacturing,Affluent Customer,NO,No,7,8069,Sunbrook Way  ,Australia,10,0.88
473,Irvine Headon,Male,99,67,IT,Affluent Customer,NO,Yes,20,9,Hovde Way  ,Australia,5,0.88
475,Tomkin Bernlin,Male,7,22,Health,Affluent Customer,NO,Yes,9,492,Kings Street  ,Australia,3,0.88
722,Jaimie Lancastle,Male,71,51,n/a,Mass Customer,NO,Yes,5,0,Bay Drive  ,Australia,8,0.67
778,Yuma Dennick,Male,40,51,Manufacturing,Mass Customer,NO,Yes,6,89244,Macpherson Trail  ,Australia,8,0.63
478,Blondie ,Female,43,28,Financial Services,High Net Worth,NO,No,11,780,Norway Maple Hill ,Australia,8,0.88
888,Karney Burstow,Male,51,51,Property,Mass Customer,NO,Yes,6,4011,Prairieview Court  ,Australia,12,0.53
62,Jedediah Kedie,Male,31,52,Argiculture,Mass Customer,NO,Yes,9,283,Acker Drive  ,Australia,9,1.37
146,Bernardine Delmonti,Female,39,52,Property,Mass Customer,NO,No,17,721,Meadow Ridge Pass ,Australia,8,1.23
478,Carola Philler,Female,73,72,Health,High Net Worth,NO,No,15,1037,Roth Park  ,Australia,7,0.88
282,Verla Dumingos,Female,26,52,Telecommunications,Mass Customer,NO,Yes,10,6784,Spohn Alley  ,Australia,8,1.05
483,Tina Dunstan,Female,13,84,Retail,Affluent Customer,NO,No,13,98555,Victoria Hill  ,Australia,7,0.88
485,Georgi ,Male,29,53,Manufacturing,High Net Worth,NO,No,11,59,Garrison Terrace  ,Australia,4,0.88
486,Ariel McCloid,Male,4,29,n/a,High Net Worth,NO,Yes,6,99,Quincy Parkway  ,Australia,1,0.88
310,Aldric Birney,Male,21,52,Manufacturing,Mass Customer,NO,Yes,14,5,Caliangt Center  ,Australia,6,1.02
486,Bevvy Openshaw,Female,68,48,n/a,Affluent Customer,NO,Yes,10,902,Westend Lane  ,Australia,3,0.88
486,Lucien ,Male,83,57,Financial Services,High Net Worth,NO,Yes,19,777,Fairfield Court  ,Australia,3,0.88
486,Kelsey Hatt,Female,69,57,Financial Services,High Net Worth,NO,No,8,309,Maple Wood Pass ,Australia,6,0.88
486,Adolpho Bellerby,Male,46,79,Financial Services,High Net Worth,NO,Yes,13,2763,Buhler Circle  ,Australia,4,0.88
366,Daisi Tinwell,Female,84,52,Financial Services,Mass Customer,NO,No,11,19561,Express Street  ,Australia,8,0.98
515,Andee Huke,Female,91,52,Manufacturing,Mass Customer,NO,No,9,4810,Kim Park  ,Australia,2,0.84
820,Tessa Heakey,Female,43,52,Financial Services,Mass Customer,NO,No,9,6233,Fulton Point  ,Australia,6,0.58
495,Anthony Lindstrom,Male,86,26,Financial Services,Affluent Customer,NO,Yes,10,427,Oak Avenue  ,Australia,10,0.86
495,Park ,Male,39,46,IT,Affluent Customer,NO,No,14,7,Boyd Drive  ,Australia,7,0.86
495,Liane Poizer,Female,59,71,Property,High Net Worth,NO,No,13,390,Express Plaza  ,Australia,11,0.86
1,Morly Genery,Male,69,53,Property,Mass Customer,NO,No,16,14,Mccormick Park  ,Australia,11,1.72
498,Romonda Hallt,Female,69,63,n/a,Affluent Customer,NO,No,15,703,Ludington Plaza  ,Australia,4,0.86
133,Padraig Snel,Male,89,53,n/a,Mass Customer,NO,No,19,12683,Mifflin Point  ,Australia,7,1.24
420,Etan Prinett,Male,97,53,Argiculture,Mass Customer,NO,Yes,10,9082,Waywood Avenue  ,Australia,8,0.91
468,Lela Billing,Female,38,53,n/a,Mass Customer,NO,Yes,18,95,Glacier Hill Circle ,Australia,7,0.89
502,Cariotta ,Female,10,49,Entertainment,Affluent Customer,NO,Yes,17,2336,Continental Point  ,Australia,7,0.86
504,George Jose,Male,68,63,Retail,High Net Worth,NO,Yes,20,535,Corben Point  ,Australia,4,0.85
504,Milty Brauninger,Male,13,78,n/a,High Net Worth,NO,No,11,54,6th Trail  ,Australia,7,0.85
609,Jamison Cashin,Male,70,53,Health,Mass Customer,NO,Yes,5,7,Dunning Avenue  ,Australia,8,0.76
507,Jammal Devenny,Male,57,24,Retail,High Net Worth,NO,No,12,18,Sage Plaza  ,Australia,9,0.85
507,Killian Nettles,Male,44,43,n/a,Affluent Customer,NO,No,4,16,Pepper Wood Junction ,Australia,7,0.85
507,Gaultiero Fibbens,Male,41,43,n/a,Affluent Customer,NO,No,9,938,Bartillon Hill  ,Australia,11,0.85
676,Averil Ackery,Male,93,53,Retail,Mass Customer,NO,Yes,7,344,Darwin Junction  ,Australia,12,0.70
725,Hallsy Voysey,Male,83,53,n/a,Mass Customer,NO,No,16,9,Westerfield Point  ,Australia,9,0.67
899,Pancho Edis,Male,1,53,n/a,Mass Customer,NO,No,13,64467,Pankratz Pass  ,Australia,7,0.51
104,Michal Bryan,Female,1,54,Manufacturing,Mass Customer,NO,Yes,16,4275,Bluestem Pass  ,Australia,8,1.29
513,Adriane Richardson,Female,81,47,Manufacturing,High Net Worth,NO,No,9,4,Randy Street  ,Australia,8,0.84
146,Christie Anders,Male,38,54,Retail,Mass Customer,NO,No,16,48,Ludington Plaza  ,Australia,10,1.23
515,Maddalena Angood,Female,79,24,Manufacturing,Affluent Customer,NO,No,12,1,Bluejay Court  ,Australia,4,0.84
153,Archibald Blessed,Male,61,54,Financial Services,Mass Customer,NO,Yes,18,7795,Memorial Drive  ,Australia,11,1.22
191,Ermentrude Heindle,Female,47,54,Argiculture,Mass Customer,NO,No,7,307,Knutson Center  ,Australia,10,1.15
515,Zabrina Margram,Female,87,59,Manufacturing,High Net Worth,NO,Yes,11,1092,Kinsman Parkway  ,Australia,8,0.84
520,Worthington Cohane,Male,60,32,Entertainment,High Net Worth,NO,No,2,846,Daystar Lane  ,Australia,12,0.84
259,Gerri Schimann,Female,81,54,Property,Mass Customer,NO,Yes,18,47,Kim Terrace  ,Australia,8,1.06
259,Evonne Bembridge,Female,9,54,Retail,Mass Customer,NO,Yes,14,13272,Basil Avenue  ,Australia,9,1.06
520,Elmira Vasilyev,Female,33,72,Manufacturing,High Net Worth,NO,No,12,12,Eastlawn Terrace  ,Australia,9,0.84
524,Perry Whitehurst,Male,79,43,Manufacturing,High Net Worth,NO,Yes,8,0,Nelson Crossing  ,Australia,7,0.84
524,Bailey Bereford,Male,44,73,Argiculture,Affluent Customer,NO,Yes,11,36,Golf Course Circle ,Australia,6,0.84
612,Agna Cowpe,Female,88,54,Property,Mass Customer,NO,Yes,7,2,Main Lane  ,Australia,3,0.76
526,Antony Tuma,Male,11,69,Telecommunications,High Net Worth,NO,Yes,13,93264,Almo Plaza  ,Australia,10,0.83
526,Nico Chadwick,Male,97,70,Financial Services,Affluent Customer,NO,No,13,355,Roxbury Lane  ,Australia,8,0.83
529,Joline Skipperbottom,Female,59,51,n/a,High Net Worth,NO,No,9,2,Warrior Crossing  ,Australia,9,0.83
725,Calida Schaben,Female,54,54,n/a,Mass Customer,NO,Yes,10,1861,Chive Court  ,Australia,9,0.67
795,Frans Idale,Male,1,54,Manufacturing,Mass Customer,NO,No,10,96,Hermina Place  ,Australia,2,0.60
956,Maximilien Bourget,Male,12,54,Financial Services,Mass Customer,NO,Yes,6,2941,Loftsgordon Hill  ,Australia,7,0.45
21,Teddie Burchill,Male,11,55,Manufacturing,Mass Customer,NO,Yes,13,321,Raven Plaza  ,Australia,9,1.52
530,Jacobo Mucklow,Male,62,71,Financial Services,High Net Worth,NO,Yes,22,5512,Ronald Regan Hill ,Australia,8,0.83
530,Ivy Farr,Female,56,50,IT,High Net Worth,NO,No,19,8470,Kingsford Lane  ,Australia,11,0.83
111,Franciska Stigell,Female,95,55,Health,Mass Customer,NO,Yes,7,6,Anderson Junction  ,Australia,7,1.28
536,Dwain Hatch,Male,62,29,Health,Affluent Customer,NO,No,15,5,Hovde Lane  ,Australia,8,0.83
536,Lucretia D'Agostini,Female,41,45,Manufacturing,High Net Worth,NO,No,15,4,Gale Center  ,Australia,7,0.83
536,Laurel Devennie,Female,78,47,Manufacturing,Affluent Customer,NO,No,13,69,Hoard Pass  ,Australia,5,0.83
536,Donn MacGregor,Male,80,58,Manufacturing,High Net Worth,NO,No,5,439,Mandrake Park  ,Australia,10,0.83
278,Cirillo Frossell,Male,7,55,n/a,Mass Customer,NO,No,6,602,Meadow Vale Lane ,Australia,12,1.05
312,Guss Karim,Male,95,55,Manufacturing,Mass Customer,NO,No,7,4,Warner Circle  ,Australia,11,1.02
536,Elvira Darthe,Female,10,48,Financial Services,Affluent Customer,NO,No,16,89,Green Ridge Point ,Australia,9,0.83
544,Terrence Dalligan,Male,60,25,Manufacturing,High Net Worth,NO,Yes,2,240,Main Hill  ,Australia,6,0.82
341,Celestina Lethardy,Female,38,55,IT,Mass Customer,NO,Yes,11,53,Memorial Street  ,Australia,10,0.99
568,Karol Salthouse,Female,53,55,Financial Services,Mass Customer,NO,Yes,18,10236,Mifflin Avenue  ,Australia,8,0.80
546,Morganica Ainsbury,Female,37,50,Entertainment,High Net Worth,NO,Yes,9,1,Raven Way  ,Australia,10,0.82
620,Delcina Hursey,Female,22,55,Financial Services,Mass Customer,NO,Yes,7,804,Washington Point  ,Australia,4,0.75
549,Beverlee Querree,Female,42,32,Financial Services,High Net Worth,NO,Yes,12,891,Ohio Terrace  ,Australia,12,0.82
549,Nils Champion,Male,69,39,Retail,Affluent Customer,NO,No,13,261,Holy Cross Park ,Australia,9,0.82
551,Cami Eitter,Female,34,44,Manufacturing,High Net Worth,NO,Yes,11,1408,Hovde Circle  ,Australia,9,0.82
658,Nobe Trowsdale,Male,12,55,Financial Services,Mass Customer,NO,No,16,36506,Bartillon Point  ,Australia,3,0.71
552,Reiko Degenhardt,Female,83,47,Financial Services,High Net Worth,NO,Yes,5,50897,Northfield Road  ,Australia,6,0.82
552,Gabey Kennicott,Female,55,65,Financial Services,Affluent Customer,NO,No,17,8,Fordem Place  ,Australia,6,0.82
555,Jacqui Devey,Female,79,28,Financial Services,High Net Worth,NO,Yes,13,656,Kennedy Crossing  ,Australia,8,0.81
555,Chico Dye,Male,46,29,Manufacturing,High Net Worth,NO,No,13,168,Schlimgen Center  ,Australia,9,0.81
555,Byrom Ramas,Male,23,30,Manufacturing,High Net Worth,NO,No,12,2,Jackson Place  ,Australia,7,0.81
555,Worthington Ahmed,Male,79,51,Financial Services,High Net Worth,NO,No,13,39408,Manufacturers Road  ,Australia,3,0.81
555,Charlie Dmych,Male,60,73,Manufacturing,High Net Worth,NO,No,13,920,Cambridge Way  ,Australia,6,0.81
555,Davidde Cockroft,Male,70,76,Manufacturing,High Net Worth,NO,No,8,8,Kim Avenue  ,Australia,12,0.81
133,Shepperd Ricards,Male,28,56,Health,Mass Customer,NO,Yes,16,7,Oakridge Lane  ,Australia,4,1.24
206,Mick Macewan,Male,32,56,Financial Services,Mass Customer,NO,No,16,59254,Northland Alley  ,Australia,10,1.14
285,Konstanze Hovie,Female,88,56,Health,Mass Customer,NO,No,11,351,Sunfield Lane  ,Australia,7,1.04
563,Padriac Collacombe,Male,67,56,Health,Affluent Customer,NO,No,13,76,Mendota Park  ,Australia,10,0.81
563,Virginia De Antoni,Female,17,59,Telecommunications,High Net Worth,NO,Yes,12,88093,Pierstorff Plaza  ,Australia,10,0.81
563,Benedict Rosas,Male,73,68,Financial Services,High Net Worth,NO,Yes,15,898,Muir Court  ,Australia,6,0.81
563,Olive Mozzi,Female,87,68,Retail,Affluent Customer,NO,Yes,20,26667,Rigney Place  ,Australia,9,0.81
401,Otha Langworthy,Female,91,56,Financial Services,Mass Customer,NO,Yes,13,678,Lyons Trail  ,Australia,10,0.94
471,Torry de la Valette Parisot,Male,95,56,Telecommunications,Mass Customer,NO,Yes,18,36963,Pierstorff Terrace  ,Australia,9,0.89
500,Cliff Philipsson,Male,82,56,Argiculture,Mass Customer,NO,No,16,600,Artisan Drive  ,Australia,10,0.86
620,Madison Lars,Male,11,56,Health,Mass Customer,NO,No,19,9503,New Castle Street ,Australia,9,0.75
832,Leonora Swetenham,Female,66,56,IT,Mass Customer,NO,Yes,10,660,Hallows Place  ,Australia,10,0.58
871,Donica Humby,Female,47,56,Financial Services,Mass Customer,NO,No,4,488,Briar Crest Court ,Australia,12,0.54
574,Charmain Styles,Female,49,58,Property,High Net Worth,NO,Yes,18,423,Holy Cross Lane ,Australia,7,0.80
960,Blondell Dibdall,Female,62,56,n/a,Mass Customer,NO,No,4,34,Bunting Pass  ,Australia,4,0.44
977,Esme Pilipets,Male,15,56,Health,Mass Customer,NO,Yes,5,9,Ruskin Way  ,Australia,9,0.42
57,Whittaker ,Male,64,57,n/a,Mass Customer,NO,Yes,8,683,Florence Way  ,Australia,5,1.38
575,Shepherd Dutchburn,Male,33,47,Financial Services,High Net Worth,NO,Yes,9,8970,Anhalt Junction  ,Australia,9,0.80
223,Gretna Thredder,Female,62,57,n/a,Mass Customer,NO,No,18,1607,Westridge Drive  ,Australia,11,1.12
575,Bobby Summersby,Male,90,80,Financial Services,Affluent Customer,NO,No,7,1478,Oak Valley Park ,Australia,2,0.80
575,Harlene Nono,U,69,,IT,Mass Customer,NO,No,12,307,Namekagon Crossing  ,Australia,7,0.80
582,Debbie Tillman,Female,3,33,Manufacturing,High Net Worth,NO,Yes,13,527,Jay Trail  ,Australia,8,0.79
676,Wylie Huntingdon,Male,99,57,Financial Services,Mass Customer,NO,No,15,8822,Duke Road  ,Australia,8,0.70
583,Judie Pirkis,Female,2,28,n/a,Affluent Customer,NO,Yes,4,6,Loftsgordon Pass  ,Australia,11,0.79
715,Beatrix McGivena,Female,26,57,Health,Mass Customer,NO,Yes,9,6,Sutherland Parkway  ,Australia,10,0.68
583,Letizia Poore,Female,27,85,Manufacturing,Affluent Customer,NO,No,15,95796,Mcbride Drive  ,Australia,3,0.79
587,Raynard ,Male,32,27,Health,Affluent Customer,NO,No,14,20187,Loomis Court  ,Australia,6,0.79
587,Kiley Grunder,Male,95,29,Financial Services,Affluent Customer,NO,Yes,1,17393,Colorado Hill  ,Australia,8,0.79
587,Ethelred Sissel,Male,83,49,Health,High Net Worth,NO,No,18,65,Rutledge Parkway  ,Australia,8,0.79
590,Dena Pabst,Female,39,36,Manufacturing,High Net Worth,NO,Yes,17,2023,Loeprich Drive  ,Australia,7,0.78
591,Rochette Haddacks,Female,44,27,Retail,Affluent Customer,NO,Yes,13,822,Di Loreto Junction ,Australia,8,0.78
719,Inglebert Butland,Male,71,57,Financial Services,Mass Customer,NO,Yes,7,51837,Canary Center  ,Australia,9,0.68
733,Fancie Woofendell,Female,68,57,Health,Mass Customer,NO,Yes,6,8,Crowley Center  ,Australia,7,0.66
797,Amara Clow,Female,47,57,Financial Services,Mass Customer,NO,Yes,13,99376,Namekagon Street  ,Australia,12,0.60
595,Gilbert O'Fallone,Male,29,29,Entertainment,High Net Worth,NO,No,1,6,Havey Pass  ,Australia,11,0.78
820,Brod Attrey,Male,46,57,n/a,Mass Customer,NO,Yes,14,180,Lakewood Park  ,Australia,8,0.58
951,Philbert Bangs,Male,67,57,IT,Mass Customer,NO,Yes,6,2643,Moose Court  ,Australia,7,0.45
595,Marinna Kauschke,Female,21,50,Financial Services,Affluent Customer,NO,Yes,8,9,Forster Circle  ,Australia,3,0.78
599,Chaim Kingdon,Male,63,27,Financial Services,Affluent Customer,NO,Yes,15,42590,Bellgrove Court  ,Australia,9,0.78
974,Alex Patshull,Female,37,57,Retail,Mass Customer,NO,Yes,13,446,High Crossing Way ,Australia,5,0.43
599,Gerianne Kaysor,U,15,,IT,Affluent Customer,NO,No,5,882,Toban Lane  ,Australia,11,0.78
602,Anson Dearnaly,Male,68,26,Health,Affluent Customer,NO,Yes,11,6060,Veith Crossing  ,Australia,11,0.77
78,Valerie Pickover,Female,34,58,Financial Services,Mass Customer,NO,No,9,92214,Spenser Road  ,Australia,8,1.34
604,Rozamond Sommer,Female,27,57,IT,Affluent Customer,NO,Yes,12,608,Dapin Court  ,Australia,10,0.77
604,Garreth Minett,Male,93,62,n/a,Affluent Customer,NO,Yes,10,21667,Randy Crossing  ,Australia,7,0.77
132,Farris Skettles,Male,38,58,n/a,Mass Customer,NO,Yes,13,49309,Redwing Lane  ,Australia,7,1.25
606,Annabell Downer,Female,33,68,n/a,Affluent Customer,NO,No,20,8738,Lukken Terrace  ,Australia,9,0.77
146,Tyne Coate,Female,82,58,Manufacturing,Mass Customer,NO,No,17,90820,Thackeray Street  ,Australia,8,1.23
233,Vittorio Boxen,Male,94,58,n/a,Mass Customer,NO,No,14,3,Anthes Court  ,Australia,9,1.10
297,Geoff Sitford,Male,97,58,Financial Services,Mass Customer,NO,Yes,4,7,Elgar Road  ,Australia,8,1.03
609,Nicol Swinford,Male,65,47,Property,High Net Worth,NO,No,16,976,Roxbury Alley  ,Australia,7,0.76
312,Claudine Dymick,Female,28,58,Health,Mass Customer,NO,No,5,31675,Corry Way  ,Australia,5,1.02
464,Erasmus Olenchenko,Male,56,58,Property,Mass Customer,NO,Yes,5,415,Rockefeller Trail  ,Australia,7,0.89
612,Nev Prosh,Male,29,73,Health,Affluent Customer,NO,Yes,17,6115,Forest Crossing  ,Australia,8,0.76
492,Dawn Pyffe,Female,56,58,Retail,Mass Customer,NO,No,11,734,Veith Way  ,Australia,8,0.87
591,Jamal Dudgeon,Male,83,58,Financial Services,Mass Customer,NO,No,7,2712,Namekagon Crossing  ,Australia,5,0.78
617,Nanni Girodias,Female,61,64,Retail,High Net Worth,NO,No,16,74,Shopko Pass  ,Australia,9,0.75
617,Mariette ,Female,47,67,Property,Affluent Customer,NO,Yes,17,770,Farmco Point  ,Australia,11,0.75
700,Ferdinand Billie,Male,97,58,Manufacturing,Mass Customer,NO,No,6,660,Carey Avenue  ,Australia,8,0.69
722,Glendon Malham,Male,36,58,Manufacturing,Mass Customer,NO,No,17,6,Anzinger Pass  ,Australia,6,0.67
754,Frederigo Cribbott,Male,35,58,Health,Mass Customer,NO,No,16,42280,Namekagon Crossing  ,Australia,8,0.65
760,Deirdre Sturgeon,Female,11,58,Retail,Mass Customer,NO,Yes,9,7,Sycamore Terrace  ,Australia,10,0.64
14,Mandie Feares,Female,32,59,Health,Mass Customer,NO,No,10,39,Kedzie Pass  ,Australia,8,1.59
349,Murial Bulloch,Female,59,59,Financial Services,Mass Customer,NO,No,13,391,Old Shore Lane ,Australia,6,0.99
625,Ardis Taree,Female,97,63,Manufacturing,Affluent Customer,NO,Yes,5,0,Emmet Trail  ,Australia,9,0.75
626,Wheeler Godsil,Male,51,30,Manufacturing,Affluent Customer,NO,Yes,6,7,Spaight Drive  ,Australia,9,0.74
626,Osbourn Gherardini,Male,43,36,n/a,High Net Worth,NO,Yes,16,5,Dryden Road  ,Australia,7,0.74
626,Marissa O'Scandall,Female,17,50,n/a,Affluent Customer,NO,Yes,7,45000,Randy Court  ,Australia,7,0.74
382,Arty Strudwick,Male,85,59,Health,Mass Customer,NO,Yes,8,62,Melrose Court  ,Australia,10,0.95
444,Gleda Howerd,Female,59,59,IT,Mass Customer,NO,No,6,481,Moulton Place  ,Australia,2,0.90
626,Augie Swallwell,Male,42,84,Property,Affluent Customer,NO,Yes,13,7,Golden Leaf Avenue ,Australia,2,0.74
526,Corene Hallgate,Female,26,59,Financial Services,Mass Customer,NO,Yes,14,2109,Shoshone Court  ,Australia,12,0.83
883,Raleigh Pont,Male,48,59,Entertainment,Mass Customer,NO,No,14,7650,Gulseth Parkway  ,Australia,7,0.53
899,Andriana Gosnoll,Female,53,59,Manufacturing,Mass Customer,NO,No,8,900,Brown Junction  ,Australia,10,0.51
956,Rhodie Gaskall,Female,83,59,n/a,Mass Customer,NO,Yes,9,251,Pierstorff Alley  ,Australia,9,0.45
634,Reinhard Oscroft,Male,23,73,Health,High Net Worth,NO,No,18,45,Magdeline Court  ,Australia,1,0.74
637,Menard Venmore,Male,97,45,Retail,High Net Worth,NO,No,8,5,Hoard Trail  ,Australia,10,0.74
637,Pierrette Gummie,Female,18,57,Retail,Affluent Customer,NO,No,14,29,Maple Trail  ,Australia,8,0.74
637,Andree Breeds,Female,31,69,Financial Services,Affluent Customer,NO,Yes,11,93,Scofield Pass  ,Australia,6,0.74
637,Kata Harrop,Female,70,73,Retail,Affluent Customer,NO,Yes,13,2,Ridgeway Avenue  ,Australia,10,0.74
641,Nady Withinshaw,Female,96,55,n/a,High Net Worth,NO,No,8,7,Brentwood Circle  ,Australia,7,0.73
104,Jamie Jiruca,Female,21,60,Argiculture,Mass Customer,NO,No,18,5013,Erie Crossing  ,Australia,9,1.29
643,Wendye Kleinplatz,Female,48,27,Manufacturing,Affluent Customer,NO,No,14,1,Reindahl Circle  ,Australia,3,0.73
155,Bill ,Female,74,60,Property,Mass Customer,NO,Yes,19,6704,Pine View Lane ,Australia,9,1.20
644,Madella Marquiss,Female,51,47,n/a,Affluent Customer,NO,No,18,0,Larry Park  ,Australia,8,0.73
646,Wolf Craft,Male,93,28,Retail,Affluent Customer,NO,Yes,5,7513,Swallow Drive  ,Australia,9,0.73
646,Austine Speedy,Female,38,83,Argiculture,High Net Worth,NO,Yes,14,69,Sunfield Terrace  ,Australia,8,0.73
291,Shelli Bartholomaus,Female,88,60,Health,Mass Customer,NO,Yes,6,356,Carberry Avenue  ,Australia,7,1.04
648,Truman Arlett,Male,58,65,Manufacturing,High Net Worth,NO,Yes,16,3,Spohn Circle  ,Australia,5,0.73
372,Whit Emloch,Male,30,60,Health,Mass Customer,NO,Yes,6,105,Carpenter Court  ,Australia,9,0.97
378,Gabrila Toopin,Female,7,60,Manufacturing,Mass Customer,NO,No,12,1914,Oakridge Place  ,Australia,6,0.96
415,Art Shardlow,Male,57,60,Argiculture,Mass Customer,NO,Yes,15,7,Clemons Circle  ,Australia,2,0.92
615,Farlie Brookz,Male,62,60,Health,Mass Customer,NO,Yes,6,6692,Independence Way  ,Australia,12,0.76
715,Jenny Massy,Female,82,60,Telecommunications,Mass Customer,NO,Yes,10,6,Meadow Ridge Pass ,Australia,2,0.68
655,Annabelle Hanwell,Female,11,72,Manufacturing,High Net Worth,NO,Yes,15,99,Sherman Parkway  ,Australia,12,0.72
832,Jared Fendlow,Male,79,60,Financial Services,Mass Customer,NO,No,15,6195,Bellgrove Lane  ,Australia,7,0.58
657,Orly Nesbitt,Female,6,38,Manufacturing,High Net Worth,NO,Yes,14,7,Beilfuss Road  ,Australia,6,0.71
658,Stephen Tittershill,Male,73,32,Financial Services,High Net Worth,NO,No,6,8,Scott Drive  ,Australia,11,0.71
904,Dru Crellim,Female,57,60,n/a,Mass Customer,NO,No,12,90,Morningstar Drive  ,Australia,7,0.50
658,Margette Gibard,Female,34,81,Manufacturing,Affluent Customer,NO,Yes,9,37068,Montana Street  ,Australia,7,0.71
658,Nicol Bertot,Female,25,46,Financial Services,Affluent Customer,NO,Yes,18,7,Elgar Hill  ,Australia,5,0.71
662,Shane Diss,Female,50,43,Financial Services,High Net Worth,NO,Yes,16,22,Shelley Plaza  ,Australia,8,0.71
662,Giselbert Pickring,Male,94,64,Manufacturing,Affluent Customer,NO,Yes,20,653,2nd Park  ,Australia,8,0.71
662,Lisette Davers,Female,59,83,Health,High Net Worth,NO,No,17,504,Stuart Pass  ,Australia,11,0.71
662,Chicky Sinclar,U,43,,IT,High Net Worth,NO,Yes,0,5,Red Cloud Place ,Australia,4,0.71
936,Eugenie Brinson,Female,79,60,Entertainment,Mass Customer,NO,Yes,17,7109,Grayhawk Avenue  ,Australia,6,0.48
967,Clarabelle Broschek,Female,6,60,Manufacturing,Mass Customer,NO,No,18,8491,Pennsylvania Crossing  ,Australia,6,0.44
668,Cecil Gant,Male,52,47,n/a,High Net Worth,NO,Yes,9,22435,Barnett Court  ,Australia,8,0.71
668,Ted Izacenko,Male,3,64,Entertainment,High Net Worth,NO,No,9,2,Shasta Place  ,Australia,10,0.71
668,Essie Withur,Female,42,82,Financial Services,High Net Worth,NO,No,19,539,Graceland Pass  ,Australia,7,0.71
252,Malvin Ryhorovich,Male,37,61,n/a,Mass Customer,NO,No,5,5356,Sugar Plaza  ,Australia,3,1.07
672,Nixie Shoesmith,Female,45,67,Retail,Affluent Customer,NO,No,12,77608,Donald Center  ,Australia,6,0.70
672,Briana Trill,Female,5,79,Health,High Net Worth,NO,No,11,433,La Follette Road ,Australia,11,0.70
632,Lissa Gawn,Female,86,61,Health,Mass Customer,NO,Yes,17,14183,Iowa Center  ,Australia,5,0.74
644,Irvin Bevans,Male,82,61,Manufacturing,Mass Customer,NO,No,12,5880,Hauk Street  ,Australia,11,0.73
748,Riki Wandtke,Female,25,61,Entertainment,Mass Customer,NO,Yes,5,435,Mitchell Street  ,Australia,7,0.65
676,Myrtie Ostrich,Female,70,27,Property,Affluent Customer,NO,Yes,9,320,Acker Drive  ,Australia,7,0.70
954,Noami Cokly,Female,74,61,Manufacturing,Mass Customer,NO,Yes,15,2886,Buena Vista Terrace ,Australia,11,0.45
77,Tobias Woodhams,Male,0,62,Health,Mass Customer,NO,No,17,4,Valley Edge Plaza ,Australia,9,1.34
676,Sibylla Kibble,Female,73,61,Health,High Net Worth,NO,No,12,3,Ruskin Hill  ,Australia,9,0.70
104,Aridatha Sephton,Female,95,62,n/a,Mass Customer,NO,No,5,422,Forster Circle  ,Australia,1,1.29
154,Feodor Englishby,Male,54,62,Health,Mass Customer,NO,No,11,24695,Boyd Road  ,Australia,5,1.20
682,Ross Vidgen,Male,17,76,Retail,Affluent Customer,NO,No,12,2874,Bay Hill  ,Australia,9,0.70
240,Harman Lynds,Male,4,62,n/a,Mass Customer,NO,Yes,5,538,Gina Way  ,Australia,8,1.09
252,Sharai Priddie,Female,13,62,Retail,Mass Customer,NO,No,9,5202,Crowley Place  ,Australia,9,1.07
